,contents,keywords,relevancy
"2024-cü ildə Azərbaycanın dövlət büdcəsinin sosialyönümlü xərcləri 15 milyard 772,9 milyon manat təşkil edəcək.
BUTA.TV xəbər verir ki, bu barədə Maliyyə Nazirliyi məlumat yayıb.
Məlumata görə, bu, 2023-cü ilin təsdiq olunmuş proqnozu ilə müqayisədə 7 % çoxdur.

Söhbət əməyin ödənişi fondu, ərzaq məhsullarının alınması, təqaüd və sosial müavinətlər, dərman, sarğı ləvazimatları və materiallarının alınması, icbari tibbi sığorta üzrə xərclər, kommunal, kommunikasiya xidmətləri və digər tədbirlər (20 il vədaha çox xidmət etmiş işləyən və ehtiyatda olan hərbi qulluqçuların mənzillə təmin olunması və onlara pul kompensasiyanın verilməsi) üçün nəzərdə tutulmuş xərclərdən gedir.

        (() => {
            var zoneInfo = {
                slot: '/22785635315/22888590577',
                size: [600, 338],
                zoneId: '22887590577',
            };
            var -Ad = document.createElement('div');
            -Ad.setAttribute(""style"", ""min-width: 600px; max-height: 338px; text-align:center;"");
            -Ad.setAttribute(""id"", zoneInfo.zoneId);

            let script = document.createElement('script');
            script.defer = true;
            script.src = ""https://ssp.-.com/v1/get_ads.js?v"" + new Date().toJSON().slice(0,10).replace(/-/g,'.');
            document.currentScript.parentElement.appendChild(script);

            let findCenter = document.createElement('script');
            findCenter.defer = true;
            findCenter.src = ""https://ssp.-.com/v1/findCenter.js?v"" + new Date().toJSON().slice(0,10).replace(/-/g,'.');
            document.currentScript.parentElement.appendChild(findCenter);

            script.onload = function () {
                -FetchKeys(zoneInfo)
            }
            findCenter.onload = function () {
                setElement(-Ad)
            }

        })()
    2020-ci illə müqayisədə bu xərclərin büdcə xərclərinin tərkibində xüsusi çəkisi 6 faiz-bənd, mütləq ifadədə isə 1,6 dəfə artıb.",['sosial müavinət'],1
"2024-cü ildə Azərbaycanın dövlət büdcəsinin sosialyönümlü xərcləri 15 milyard 772,9 milyon manat təşkil edəcək.Manevr.az xəbər verir ki, bu barədə Maliyyə Nazirliyi məlumat yayıb.Məlumata görə, bu, 2023-cü ilin təsdiq olunmuş proqnozu ilə müqayisədə 7 % çoxdur.Söhbət əməyin ödənişi fondu, ərzaq məhsullarının alınması, təqaüd və sosial müavinətlər, dərman, sarğı ləvazimatları və materiallarının alınması, icbari tibbi sığorta üzrə xərclər, kommunal, kommunikasiya xidmətləri və digər tədbirlər (20 il vədaha çox xidmət etmiş işləyən və ehtiyatda olan hərbi qulluqçuların mənzillə təmin olunması və onlara pul kompensasiyanın verilməsi) üçün nəzərdə tutulmuş xərclərdən gedir.2020-ci illə müqayisədə bu xərclərin büdcə xərclərinin tərkibində xüsusi çəkisi 6 faiz-bənd, mütləq ifadədə isə 1,6 dəfə artıb.Manevr.az",['sosial müavinət'],1
"2024-cü ildə Azərbaycanın dövlət büdcəsinin sosialyönümlü xərcləri 15 milyard 772,9 milyon manat təşkil edəcək.Axar.az xəbər verir ki, bu barədə Maliyyə Nazirliyi məlumat yayıb.Məlumata görə, bu, 2023-cü ilin təsdiq olunmuş proqnozu ilə müqayisədə 7 % çoxdur.Söhbət əməyin ödənişi fondu, ərzaq məhsullarının alınması, təqaüd və sosial müavinətlər, dərman, sarğı ləvazimatları və materiallarının alınması, icbari tibbi sığorta üzrə xərclər, kommunal, kommunikasiya xidmətləri və digər tədbirlər (20 il vədaha çox xidmət etmiş işləyən və ehtiyatda olan hərbi qulluqçuların mənzillə təmin olunması və onlara pul kompensasiyanın verilməsi) üçün nəzərdə tutulmuş xərclərdən gedir.2020-ci illə müqayisədə bu xərclərin büdcə xərclərinin tərkibində xüsusi çəkisi 6 faiz-bənd, mütləq ifadədə isə 1,6 dəfə artıb.",['sosial müavinət'],1
"Azərbaycanda gələn il də minimum əməkhaqqının 345 manat olması nəzərdə tutulur. Bu, Hesablama Palatasının “2024-cü ilin dövlət büdcəsi haqqında” qanun layihəsinə rəyində əksini tapıb.Bildiyiniz kimi, ölkəmizdə bir çox sahələrdə qiymət artımı davam edir.Bəs, hazırkı durumda bu məbləğ yetərlidirmi?İqtisadçı ekspert Eyyub Kərimli Hit.az-a açıqlamasında bildirib ki, bu gün bu rəqəmdən daha çox göstərici kimi istifadə olunur:""Bu gün ölkəmizdə orta əmək haqqı 900 manatın üzərindədir. Minimum əmək  haqqı artırılmaması özəl sektorun yükünü azaldır. Minimum əmək haqqı artırılanda həm də Sosial Müdafiə Fonduna ödənişlər çoxalır. Bu gün də özəl sektorda 1 milyona yaxın insan çalışır. Sözsüz ki, bu da sahibkarlığın yükünün azalmasına səbəb olur. 345 manatın təyin olunması o deməkdir ki, bundan aşağı maaş verilməsin. Bu o demək deyil ki, əmək haqqı elə bu qədər verilir. Digər tərəfdən bəzi sosial müavinətlərin təyin olunmasında minimum əmək haqqından sadəcə göstərici kimi istifadə olunur. Bu gün orta əmək haqqı mimimum əmək haqqından 3 dəfə çoxdur. Bu baxımdan, bu sadəcə müəyyən hesablamaların aparılmasl, sosial Müdafiə Fondunun ödənişləri  üçün təyin olunan məbləğdir"".Aynur Əli",['sosial müavinət'],0
"2024-cü ildə Azərbaycanın dövlət büdcəsinin sosialyönümlü xərcləri 15 milyard 772,9 milyon manat təşkil edəcək.Bu barədə Yenicag.az-a Maliyyə Nazirliyindən istinadən məlumat verilib.Məlumata görə, bu, 2023-cü ilin təsdiq olunmuş proqnozu ilə müqayisədə 7 % çoxdur.Söhbət əməyin ödənişi fondu, ərzaq məhsullarının alınması, təqaüd və sosial müavinətlər, dərman, sarğı ləvazimatları və materiallarının alınması, icbari tibbi sığorta üzrə xərclər, kommunal, kommunikasiya xidmətləri və digər tədbirlər (20 il vədaha çox xidmət etmiş işləyən və ehtiyatda olan hərbi qulluqçuların mənzillə təmin olunması və onlara pul kompensasiyanın verilməsi) üçün nəzərdə tutulmuş xərclərdən gedir.2020-ci illə müqayisədə bu xərclərin büdcə xərclərinin tərkibində xüsusi çəkisi 6 faiz-bənd, mütləq ifadədə isə 1,6 dəfə artıb.www.yenicag.az",['sosial müavinət'],1
"2024-cü ildə Azərbaycanın dövlət büdcəsinin sosialyönümlü xərcləri 15 milyard 772,9 milyon manat təşkil edəcək.

İqtisadiyyat.az xəbər verir ki, bu barədə Maliyyə Nazirliyi məlumat yayıb.

Məlumata görə, bu, 2023-cü ilin təsdiq olunmuş proqnozu ilə müqayisədə 7 % çoxdur.

Söhbət əməyin ödənişi fondu, ərzaq məhsullarının alınması, təqaüd və sosial müavinətlər, dərman, sarğı ləvazimatları və materiallarının alınması, icbari tibbi sığorta üzrə xərclər, kommunal, kommunikasiya xidmətləri və digər tədbirlər (20 il vədaha çox xidmət etmiş işləyən və ehtiyatda olan hərbi qulluqçuların mənzillə təmin olunması və onlara pul kompensasiyanın verilməsi) üçün nəzərdə tutulmuş xərclərdən gedir.

2020-ci illə müqayisədə bu xərclərin büdcə xərclərinin tərkibində xüsusi çəkisi 6 faiz-bənd, mütləq ifadədə isə 1,6 dəfə artıb.",['sosial müavinət'],1
"2024-cü ildə Azərbaycanın dövlət büdcəsinin sosialyönümlü xərcləri 15 milyard 772,9 milyon manat təşkil edəcək.Bu barədə Maliyyə Nazirliyi məlumat verib.Məlumata görə, bu, 2023-cü ilin təsdiq olunmuş proqnozu ilə müqayisədə 7 % çoxdur.Söhbət əməyin ödənişi fondu, ərzaq məhsullarının alınması, təqaüd və sosial müavinətlər, dərman, sarğı ləvazimatları və materiallarının alınması, icbari tibbi sığorta üzrə xərclər, kommunal, kommunikasiya xidmətləri və digər tədbirlər (20 il vədaha çox xidmət etmiş işləyən və ehtiyatda olan hərbi qulluqçuların mənzillə təmin olunması və onlara pul kompensasiyanın verilməsi) üçün nəzərdə tutulmuş xərclərdən gedir.2020-ci illə müqayisədə bu xərclərin büdcə xərclərinin tərkibində xüsusi çəkisi 6 faiz-bənd, mütləq ifadədə isə 1,6 dəfə artıb.",['sosial müavinət'],1
"2024-cü ildə Azərbaycanın dövlət büdcəsinin sosialyönümlü xərcləri 15 milyard 772,9 milyon manat təşkil edəcək.
Məlumata görə, bu, 2023-cü ilin təsdiq olunmuş proqnozu ilə müqayisədə 7 % çoxdur.




Söhbət əməyin ödənişi fondu, ərzaq məhsullarının alınması, təqaüd və sosial müavinətlər, dərman, sarğı ləvazimatları və materiallarının alınması, icbari tibbi sığorta üzrə xərclər, kommunal, kommunikasiya xidmətləri və digər tədbirlər (20 il vədaha çox xidmət etmiş işləyən və ehtiyatda olan hərbi qulluqçuların mənzillə təmin olunması və onlara pul kompensasiyanın verilməsi) üçün nəzərdə tutulmuş xərclərdən gedir.
2020-ci illə müqayisədə bu xərclərin büdcə xərclərinin tərkibində xüsusi çəkisi 6 faiz-bənd, mütləq ifadədə isə 1,6 dəfə artıb.",['sosial müavinət'],1
"Azərbaycanda fəaliyyət göstərən özəl bankların nizamnamə kapitallarının yarıdan çoxu fiziki şəxslərin payına düşür. 
 KONKRET.azxəbər verir ki, bu fiziki şəxslər arasında ən çox payı (nizamnamə kapitalında) olan ""Yelo Bank"" ASC-nin əsas səhmdarı Marina Kulişovadır. ""Yelo Bank""ın 45 yaşlı səhmdarının nizamnamə kapitalındakı payı 98,94% və 374 milyon manat təşkil edir. 
 Bankların nizamnamə kapitalında payı 10 milyon manatdan çox olan fiziki şəxslər aşağıdakılardır: 
 Məlumat üçün bildirək ki, nizamnamə kapitalı şirkətlər, o cümlədən də banklar üçün həm ilkin kapital, həm də onlar müflis olduqda kreditorlarının maliyyə tələblərinin ödənilməsini təmin edən əsas vəsaitdir. Bu baxımdan nizamnamə kapitalı bankların həm maliyyə sabitliyinin, həm də onun normal inkişafının bir növ təminatçısı rolunu oynayır.Yeniavaz.com",['Yelo Bank'],1
"Azərbaycan Mərkəzi Bankı (AMB) bu il ölkədə illik inflyasiyanın 4,3 %, gələn il 5,3 %, 2025-ci ildə isə 3,4 % olacağını proqnozlaşdırır. 
 KONKRET.azxəbər verir ki, cari ildə ardıcıl olaraq bir neçə proqnoz yenilənməsində 2024-cü il və 2025-ci ilə inflyasiya proqnozları hədəf diapazonunda olub. 
 Ümumilikdə, inflyasiya mühitində azaldıcı amillərin güclənməsi, inflyasiya gözləntilərinin sabitləşməsi bu ilin sonuna və gələn ilə illik inflyasiyanın hədəf daxilində formalaşmasını proqnozlaşdırmağa əsas verir. Oktyabr proqnozlarına görə inflyasiyanın ortamüddətli dövrdə hədəf diapazonunda olacağı gözlənilir. AMB-nin pul siyasəti ilə bağlı növbəti qərarları proqnozlaşdırılan inflyasiyanın hədəflə müqayisəsi və yenilənmiş makroiqtisadi proqnozlar nəzərə alınmaqla veriləcək. Yuxarı qeyd olunan xarici və daxili mühitlə bağlı risklərin reallaşmadığı və manatın möhkəmlənməsi təzyiqləri səngimədiyi halda pul siyasətinin mərhələlərlə yumşaldılması imkanlarına baxılacaq.",['Azərbaycan Mərkəzi Bankı'],1
"2024-cü ildə Azərbaycanın dövlət büdcəsinin sosialyönümlü xərcləri 15 milyard 772,9 milyon manat təşkil edəcək.
Pravda.az xəbər verir ki, bu barədə Maliyyə Nazirliyinin məlumatında bildirilib.
Məlumata görə, bu, 2023-cü ilin təsdiq olunmuş proqnozu ilə müqayisədə 7 % çoxdur.
Söhbət əməyin ödənişi fondu, ərzaq məhsullarının alınması, təqaüd və sosial müavinətlər, dərman, sarğı ləvazimatları və materiallarının alınması, icbari tibbi sığorta üzrə xərclər, kommunal, kommunikasiya xidmətləri və digər tədbirlər (20 il vədaha çox xidmət etmiş işləyən və ehtiyatda olan hərbi qulluqçuların mənzillə təmin olunması və onlara pul kompensasiyanın verilməsi) üçün nəzərdə tutulmuş xərclərdən gedir.
2020-ci illə müqayisədə bu xərclərin büdcə xərclərinin tərkibində xüsusi çəkisi 6 faiz-bənd, mütləq ifadədə isə 1,6 dəfə artıb.",['sosial müavinət'],1
"""Yelo Bank"" və UNEC-in birgə təşəbbüs layihəsi olan “Yelo Career Challenge” proqramı sona çatıb. 8 gün davam edən proqram Bankın rəhbər simalarının mentorluğu ilə müxtəlif təlimləri əhatə edib. Tədbirin yekun günü Yelo Bank-ın baş ofisində keçirilib.Əvvəlcə tələbələr üçün əyləncəli komanda quruculuğu oyunu təşkil edildi. İştirakçılar komandalara bölünərək onlara ayrılmış vaxt ərzində Formula 1 maşını düzəltdilər. Əyləncəli bağlanğıcdan sonra tələbələr üçün Yelo Bank-ın rəhbər heyətinin müşayiəti ilə ofis turu təşkil edildi. Sonda isə bütün iştirakçılara sertifikatlar təqdim edildi. Proqram elan olunandan böyük marağa səbəb olmasının digər səbəbi isə layihənin sonunda müsahibələri uğurla başa vuracaq iştirakçılara Yelo Bank-da ödənişli təcrübə imkanının verilməsi idi. Proqramın bağlanış tədbirində bu 3 iştirakçı müəyyənləşdirilərək Yelo komandasının üzvü oldular.Bu kimi layihələrə dəstək göstərməklə, Yelo Bank yüksək potensiala malik kadrların birbaşa universitetlərdən iş həyatına cəlb olunmasına çalışır. Hər zaman gənclərə dəstəyi ilə seçilən Yelo Bank gələcəkdə də onların karyera inkişafına dair layihələrin təşkilatçısı qismində çıxış edəcək.Yelo Bank təcrübə proqramı ilə bağlı əlavə sualınız var? O zaman 981 nömrəsinə zəng edin və ya Facebook, Instagram , Whatsapp və yelo.az hesablarımızı ziyarət edin. «Yelo Bank» – Parlaq bankçılıq!","['Yelo Bank', 'yelo']",1
"2024-cü ildə Azərbaycanın dövlət büdcəsinin sosialyönümlü xərcləri 15 milyard 772,9 milyon manat təşkil edəcək.Milli.Az bu barədə Maliyyə Nazirliyinə istinadən xəbər verir.Məlumata görə, bu, 2023-cü ilin təsdiq olunmuş proqnozu ilə müqayisədə 7 % çoxdur.Söhbət əməyin ödənişi fondu, ərzaq məhsullarının alınması, təqaüd və sosial müavinətlər, dərman, sarğı ləvazimatları və materiallarının alınması, icbari tibbi sığorta üzrə xərclər, kommunal, kommunikasiya xidmətləri və digər tədbirlər (20 il vədaha çox xidmət etmiş işləyən və ehtiyatda olan hərbi qulluqçuların mənzillə təmin olunması və onlara pul kompensasiyanın verilməsi) üçün nəzərdə tutulmuş xərclərdən gedir.2020-ci illə müqayisədə bu xərclərin büdcə xərclərinin tərkibində xüsusi çəkisi 6 faiz-bənd, mütləq ifadədə isə 1,6 dəfə artıb.

Milli.Az",['sosial müavinət'],1
"2024-cü ildə Azərbaycanın dövlət büdcəsinin sosialyönümlü xərcləri 15 milyard 772,9 milyon manat təşkil edəcək.""Report"" bu barədə Maliyyə Nazirliyinə istinadən xəbər verir.Məlumata görə, bu, 2023-cü ilin təsdiq olunmuş proqnozu ilə müqayisədə 7 % çoxdur.Söhbət əməyin ödənişi fondu, ərzaq məhsullarının alınması, təqaüd və sosial müavinətlər, dərman, sarğı ləvazimatları və materiallarının alınması, icbari tibbi sığorta üzrə xərclər, kommunal, kommunikasiya xidmətləri və digər tədbirlər (20 il vədaha çox xidmət etmiş işləyən və ehtiyatda olan hərbi qulluqçuların mənzillə təmin olunması və onlara pul kompensasiyanın verilməsi) üçün nəzərdə tutulmuş xərclərdən gedir.2020-ci illə müqayisədə bu xərclərin büdcə xərclərinin tərkibində xüsusi çəkisi 6 faiz-bənd, mütləq ifadədə isə 1,6 dəfə artıb.",['sosial müavinət'],1
"2024-cü ildə Azərbaycanın dövlət büdcəsinin sosialyönümlü xərcləri 15 milyard 772,9 milyon manat təşkil edəcək.""Report"" bu barədə Maliyyə Nazirliyinə istinadən xəbər verir.Məlumata görə, bu, 2023-cü ilin təsdiq olunmuş proqnozu ilə müqayisədə 7 % çoxdur.Söhbət əməyin ödənişi fondu, ərzaq məhsullarının alınması, təqaüd və sosial müavinətlər, dərman, sarğı ləvazimatları və materiallarının alınması, icbari tibbi sığorta üzrə xərclər, kommunal, kommunikasiya xidmətləri və digər tədbirlər (20 il vədaha çox xidmət etmiş işləyən və ehtiyatda olan hərbi qulluqçuların mənzillə təmin olunması və onlara pul kompensasiyanın verilməsi) üçün nəzərdə tutulmuş xərclərdən gedir.2020-ci illə müqayisədə bu xərclərin büdcə xərclərinin tərkibində xüsusi çəkisi 6 faiz-bənd, mütləq ifadədə isə 1,6 dəfə artıb.",['sosial müavinət'],1
"Bakıda Nərimanov rayonu, Dərnəgül qəsəbəsi ərazisində yerləşən Böyük Şor gölünü çirkab vəziyyətə salan Azərbaycan Avtomobil Yolları Dövlət Agentliyinə (AAYDA) məxsus qurum külli miqdarda cərimələnib.Qaynarinfo-nun məlumatına görə, Ekologiya və Təbii Sərvətlər Nazirliyinin 11 saylı Regional Ekologiya və Təbii Sərvətlər İdarəsi tərəfindən aparılan monitorinq zamanı atmosfer havasına atılan qatı və kəskin qoxulu tüstünün olması və asfalt zavodda formalaşan çirkab suların təmizlənmədən Böyük Şor gölünə axıdılması halları aşkar edilib.Sözügedən asfalt zavodun Azərbaycan Avtomobil Yolları Dövlət Agentliyi (AAYDA) balansında olan “Bakı 4 №-Li Yol İstismarı” Məhdud Məsuliyyətli Cəmiyyətinə məxsus olması müəyyənləşib.









Fazil MusayevCəmiyyətin baş direktoru və qanuni təmsilçisi Musayev Fazil Kamal oğlu barəsində İnzibati Xətalar Məcəlləsinin 264.0.1-ci maddəsi ilə protokol tərtib edilib və baxılması üçün məhkəməyə göndərilib. Məhkəmənin qərarı ilə MMC rəhbəri İnzibati Xətalar Məcəlləsinin 264.0.1-ci maddəsində nəzərdə tutulmuş inzibati xətanı törətməkdə təqsirli bilinib və 7500 manat məbləğində cərimə edilib.Qeyd edək ki, KİV-lərdə dərc olunan məlumata görə, Fazil Musayev dövlət vəsaitləri hesabına istehsal olunan asfaltın satışını da həyata keçirir. Fazil Musayev AAYDA İdarə Heyətinin sədri Saleh Məmmədovun yaxınlığı ilə tanınır.","['Azərbaycan Avtomobil Yolları Dövlət Agentliyi', 'AAYDA', '(AAYDA)']",1
